valid_time,cluster_id,number,latitude,longitude,tmin,tmax,hi,wbgt
2020-07-17,132,0,6.700000000000015,-1.6999999999999984,21.736359,27.376251,25.349727206759983,20.034770358197562
2020-07-18,132,0,6.700000000000015,-1.6999999999999984,22.236969,28.372833,26.073544820149742,20.591995003858756
2020-07-19,132,0,6.700000000000015,-1.6999999999999984,21.898468,28.360016,26.06464385986328,20.58521277730324
2020-07-20,132,0,6.700000000000015,-1.6999999999999984,22.320831,28.242828,25.97900390625,20.51986887812614
2020-07-21,132,0,6.700000000000015,-1.6999999999999984,22.359772,28.877106,26.44406212700738,20.87276784726678
2020-07-22,132,0,6.700000000000015,-1.6999999999999984,22.167877,28.889679,26.45147959391276,20.878357818795166
2020-07-23,132,0,6.700000000000015,-1.6999999999999984,22.337677,28.361359,26.06500413682726,20.58548732989351
2020-07-24,132,0,6.700000000000015,-1.6999999999999984,22.649933,28.652374,26.275219387478298,20.745196284951966
2020-07-25,132,0,6.700000000000015,-1.6999999999999984,21.751495,28.387482,26.080491807725696,20.597287157391754
2020-07-26,132,0,6.700000000000015,-1.6999999999999984,21.54007,27.089752,25.301895141601562,19.99754066593828
2020-07-27,132,0,6.700000000000015,-1.6999999999999984,21.631378,26.70987,25.296016269259983,19.99296141587066
2020-07-28,132,0,6.700000000000015,-1.6999999999999984,21.611237,28.576935,26.219622294108074,20.703051640867983
2020-07-29,132,0,6.700000000000015,-1.6999999999999984,22.041046,28.34549,26.05000389946832,20.57405383290144
2020-07-30,132,0,6.700000000000015,-1.6999999999999984,22.16214,28.628082,26.257960001627605,20.732120324042015
2020-07-31,132,0,6.700000000000015,-1.6999999999999984,22.18863,27.686432,25.57245042588976,20.20746132096197
2020-07-01,133,0,6.800000000000015,-1.6999999999999984,22.313019,25.107086,23.69441138373481,18.717056579181076
2020-07-02,133,0,6.800000000000015,-1.6999999999999984,22.65152,28.453766,26.134092542860245,20.638083970759766
2020-07-03,133,0,6.800000000000015,-1.6999999999999984,22.832916,28.83609,26.412938435872398,20.84929911256689
2020-07-04,133,0,6.800000000000015,-1.6999999999999984,22.912872,26.991852,25.103547837999134,19.8426207824483
2020-07-05,133,0,6.800000000000015,-1.6999999999999984,22.676422,27.529572,25.462112426757812,20.122046109855873
2020-07-06,133,0,6.800000000000015,-1.6999999999999984,21.931427,29.224274,26.697769165039062,21.063278894283954
2020-07-07,133,0,6.800000000000015,-1.6999999999999984,22.94046,28.912262,26.469073825412327,20.891612383541798
2020-07-08,133,0,6.800000000000015,-1.6999999999999984,22.846466,27.198639,25.28304206000434,19.982852676284637
2020-07-09,133,0,6.800000000000015,-1.6999999999999984,22.022858,23.11441,21.505199008517796,16.881618533356665
2020-07-10,133,0,6.800000000000015,-1.6999999999999984,21.665436,24.378326,22.894329494900173,18.05851043222505
2020-07-11,133,0,6.800000000000015,-1.6999999999999984,21.463043,23.67154,22.119780646430122,17.40754506399594
2020-07-12,133,0,6.800000000000015,-1.6999999999999984,21.61795,27.972565,25.782733493381077,20.369503622034884
2020-07-13,133,0,6.800000000000015,-1.6999999999999984,21.68692,28.341827,26.05014377170139,20.57416046936214
2020-07-14,133,0,6.800000000000015,-1.6999999999999984,22.151642,28.631256,26.262084113226997,20.735245407523664
2020-07-15,133,0,6.800000000000015,-1.6999999999999984,22.030914,27.642975,25.539754231770836,20.182178401848674
2020-07-16,133,0,6.800000000000015,-1.6999999999999984,21.486115,26.89627,25.29613494873047,19.99305386680578
2020-07-17,133,0,6.800000000000015,-1.6999999999999984,21.861359,27.51297,25.447671678331165,20.11084734095641
2020-07-18,133,0,6.800000000000015,-1.6999999999999984,22.152985,28.281036,26.00627899169922,20.540697500500528
2020-07-19,133,0,6.800000000000015,-1.6999999999999984,21.914093,28.348297,26.05648888481988,20.578997433702256
2020-07-20,133,0,6.800000000000015,-1.6999999999999984,22.309113,28.38736,26.08425988091363,20.60015719736049
2020-07-21,133,0,6.800000000000015,-1.6999999999999984,22.281647,29.000519,26.534805297851562,20.941070667206077
2020-07-22,133,0,6.800000000000015,-1.6999999999999984,22.179596,28.856476,26.42719268798828,20.86005014154994
2020-07-23,133,0,6.800000000000015,-1.6999999999999984,22.337677,28.322296,26.036415100097656,20.563691884071744
2020-07-24,133,0,6.800000000000015,-1.6999999999999984,22.608917,28.498077,26.162219577365452,20.65946681253645
2020-07-25,133,0,6.800000000000015,-1.6999999999999984,21.74173,28.231232,25.96625010172526,20.51012380982916
2020-07-26,133,0,6.800000000000015,-1.6999999999999984,21.53421,27.046783,25.19253624810113,19.912232708209928
2020-07-27,133,0,6.800000000000015,-1.6999999999999984,21.598175,26.618073,25.352698432074654,20.037081324000468
2020-07-28,133,0,6.800000000000015,-1.6999999999999984,21.57608,28.463654,26.13673316107856,20.640092173019504
2020-07-29,133,0,6.800000000000015,-1.6999999999999984,22.00003,28.37088,26.068594190809463,20.588223009476977
